,Unnamed: 0,price,minimum_nights,availability_365,number_of_reviews,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
17846,17846,130,2,358,94,0,1,0,0,0,1,0,0,0
24828,24828,130,2,0,7,0,1,0,0,0,1,0,0,0
48044,48044,131,2,108,1,0,1,0,0,0,1,0,0,0
47036,47036,131,1,8,2,0,0,1,0,0,1,0,0,0
46456,46456,131,2,335,5,0,0,1,0,0,1,0,0,0
24390,24390,131,3,35,25,0,1,0,0,0,1,0,0,0
30129,30129,131,1,187,13,0,0,1,0,0,1,0,0,0
26263,26263,131,2,0,86,0,1,0,0,0,1,0,0,0
13692,13692,131,3,321,56,0,0,1,0,0,1,0,0,0
1800,1800,131,2,16,232,0,0,1,0,0,0,0,1,0
49308,49308,131,2,345,0,0,0,1,0,0,1,0,0,0
30525,30525,131,3,63,35,0,0,1,0,0,1,0,0,0
38739,38739,131,3,71,3,0,1,0,0,0,0,0,1,0
47459,47459,131,1,342,0,0,0,1,0,0,0,0,1,0
16971,16971,131,2,38,39,0,1,0,0,0,1,0,0,0
49417,49417,131,3,35,2,0,0,1,0,0,1,0,0,0
39724,39724,131,2,70,8,1,0,0,0,0,1,0,0,0
5340,5340,131,3,0,17,0,0,1,0,0,1,0,0,0
10396,10396,131,1,0,0,0,0,1,0,0,1,0,0,0
40699,40699,131,7,0,1,0,0,1,0,0,1,0,0,0
2343,2343,131,4,0,83,0,1,0,0,0,1,0,0,0
35862,35862,131,2,0,2,0,0,1,0,0,0,0,1,0
40742,40742,131,2,359,1,0,0,1,0,0,1,0,0,0
20085,20085,131,2,0,0,0,0,1,0,0,1,0,0,0
40991,40991,131,2,117,17,0,0,1,0,0,1,0,0,0
15441,15441,131,3,9,38,0,0,1,0,0,1,0,0,0
46158,46158,131,5,66,4,0,1,0,0,0,0,0,1,0
46373,46373,131,1,347,15,0,1,0,0,0,1,0,0,0
18908,18908,131,4,0,21,0,1,0,0,0,1,0,0,0
18730,18730,131,2,10,17,0,0,1,0,0,1,0,0,0
38430,38430,131,3,304,0,0,0,0,1,0,1,0,0,0
7664,7664,132,3,325,124,0,1,0,0,0,1,0,0,0
31448,31448,132,3,0,6,0,1,0,0,0,1,0,0,0
48105,48105,132,2,329,1,0,0,1,0,0,1,0,0,0
22386,22386,132,24,349,1,0,0,1,0,0,1,0,0,0
11104,11104,132,1,0,1,0,1,0,0,0,1,0,0,0
3663,3663,132,3,0,5,0,1,0,0,0,1,0,0,0
39710,39710,132,30,213,3,0,1,0,0,0,1,0,0,0
6076,6076,132,4,0,7,0,1,0,0,0,1,0,0,0
48255,48255,132,2,352,0,0,0,1,0,0,1,0,0,0
11529,11529,132,1,0,1,0,0,1,0,0,1,0,0,0
29829,29829,132,1,338,160,0,0,0,1,0,1,0,0,0
13134,13134,132,7,0,0,0,0,1,0,0,1,0,0,0
36986,36986,132,2,0,3,0,0,1,0,0,1,0,0,0
30122,30122,132,31,84,0,0,0,1,0,0,1,0,0,0
5229,5229,132,3,0,2,0,1,0,0,0,1,0,0,0
17389,17389,132,4,314,106,0,1,0,0,0,1,0,0,0
26364,26364,132,1,46,138,0,0,1,0,0,1,0,0,0
31699,31699,132,29,251,0,0,0,1,0,0,1,0,0,0
9195,9195,132,30,336,9,0,1,0,0,0,1,0,0,0
36306,36306,132,3,49,26,0,0,1,0,0,1,0,0,0
11139,11139,132,30,308,6,0,0,1,0,0,1,0,0,0
41834,41834,132,2,356,0,0,0,1,0,0,1,0,0,0
18930,18930,132,1,360,17,0,0,1,0,0,0,0,1,0
31560,31560,132,2,4,74,1,0,0,0,0,1,0,0,0
27176,27176,132,7,0,0,0,0,1,0,0,1,0,0,0
34133,34133,132,2,0,12,0,0,1,0,0,1,0,0,0
15717,15717,132,30,336,8,0,1,0,0,0,1,0,0,0
9860,9860,132,2,10,81,0,1,0,0,0,1,0,0,0
17802,17802,132,4,343,12,0,0,1,0,0,0,0,1,0
14466,14466,132,1,0,89,0,1,0,0,0,1,0,0,0
7298,7298,132,1,296,153,0,1,0,0,0,0,0,1,0
9998,9998,132,1,0,0,0,0,0,1,0,0,0,1,0
40605,40605,132,3,152,25,0,0,0,1,0,1,0,0,0
27165,27165,132,6,0,0,0,0,1,0,0,0,0,1,0
386,386,132,4,0,10,0,0,1,0,0,1,0,0,0
5539,5539,132,2,0,9,0,0,1,0,0,1,0,0,0
45938,45938,132,2,38,11,0,0,1,0,0,1,0,0,0
14006,14006,133,30,30,9,0,0,1,0,0,1,0,0,0
25692,25692,133,28,185,12,0,0,1,0,0,1,0,0,0
22359,22359,133,3,244,86,0,1,0,0,0,1,0,0,0
14029,14029,133,3,0,3,0,0,1,0,0,1,0,0,0
49045,49045,133,1,110,0,0,0,1,0,0,0,0,1,0
49611,49611,133,30,335,0,0,0,1,0,0,1,0,0,0
15501,15501,133,2,0,12,0,1,0,0,0,1,0,0,0
47615,47615,133,30,260,0,0,0,1,0,0,1,0,0,0
47618,47618,133,30,155,0,0,0,1,0,0,1,0,0,0
14084,14084,133,3,7,80,0,0,1,0,0,1,0,0,0
47616,47616,133,30,179,0,0,0,1,0,0,1,0,0,0
3659,3659,133,14,212,183,0,0,1,0,0,1,0,0,0
15575,15575,133,30,148,13,0,0,1,0,0,1,0,0,0
13858,13858,133,30,349,10,0,0,1,0,0,1,0,0,0
18325,18325,133,4,1,31,0,0,1,0,0,1,0,0,0
21381,21381,133,3,0,5,0,0,1,0,0,1,0,0,0
7915,7915,133,2,351,58,0,1,0,0,0,1,0,0,0
13807,13807,133,30,316,8,0,0,1,0,0,1,0,0,0
25704,25704,133,30,347,6,0,0,1,0,0,1,0,0,0
30932,30932,133,28,250,6,0,1,0,0,0,1,0,0,0
23802,23802,133,2,0,1,0,0,1,0,0,0,0,1,0
36679,36679,133,2,64,9,0,1,0,0,0,1,0,0,0
24083,24083,133,30,333,8,0,0,1,0,0,1,0,0,0
27848,27848,133,3,0,2,0,1,0,0,0,1,0,0,0
38178,38178,133,30,26,0,0,0,1,0,0,1,0,0,0
25331,25331,133,30,154,2,0,0,1,0,0,1,0,0,0
13260,13260,133,30,30,2,0,0,1,0,0,1,0,0,0
41007,41007,133,30,0,2,0,0,1,0,0,1,0,0,0
5528,5528,133,1,353,22,0,0,1,0,0,1,0,0,0
37538,37538,133,2,83,0,0,1,0,0,0,0,0,1,0
13852,13852,133,30,248,10,0,0,1,0,0,1,0,0,0
16228,16228,133,30,60,12,0,0,1,0,0,1,0,0,0
28242,28242,133,6,0,0,0,0,1,0,0,1,0,0,0
44610,44610,133,30,365,1,0,0,0,1,0,1,0,0,0
2351,2351,133,7,0,0,0,1,0,0,0,0,0,1,0
884,884,133,30,365,3,0,0,0,1,0,1,0,0,0
45913,45913,133,2,23,6,0,1,0,0,0,1,0,0,0
20272,20272,133,2,22,41,0,0,1,0,0,0,0,1,0
13729,13729,133,2,0,0,0,1,0,0,0,1,0,0,0
45901,45901,133,5,69,8,0,0,1,0,0,1,0,0,0
48089,48089,133,2,316,0,0,0,1,0,0,1,0,0,0
1522,1522,133,3,15,1,0,0,1,0,0,1,0,0,0
21399,21399,133,7,0,9,0,0,1,0,0,1,0,0,0
14227,14227,133,30,156,10,0,0,1,0,0,1,0,0,0
44309,44309,133,30,0,1,0,0,1,0,0,1,0,0,0
13931,13931,133,30,295,7,0,0,1,0,0,1,0,0,0
24746,24746,133,2,293,122,0,1,0,0,0,1,0,0,0
9942,9942,133,1,288,116,0,0,1,0,0,1,0,0,0
24315,24315,133,30,348,8,0,0,1,0,0,1,0,0,0
16499,16499,133,30,29,0,0,0,1,0,0,1,0,0,0
34854,34854,133,30,357,4,0,0,1,0,0,1,0,0,0
33368,33368,134,1,32,28,0,1,0,0,0,1,0,0,0
42151,42151,134,30,1,0,0,0,1,0,0,0,0,1,0
2253,2253,134,3,2,41,0,0,1,0,0,1,0,0,0
3681,3681,134,3,288,167,0,1,0,0,0,1,0,0,0
1435,1435,134,2,0,119,0,1,0,0,0,1,0,0,0
1419,1419,134,30,358,9,0,0,1,0,0,1,0,0,0
3693,3693,134,6,0,7,0,1,0,0,0,1,0,0,0
20942,20942,134,4,0,2,0,0,1,0,0,1,0,0,0
47114,47114,134,3,28,3,0,1,0,0,0,1,0,0,0
40798,40798,134,3,81,17,0,0,1,0,0,1,0,0,0
11675,11675,134,2,18,2,0,1,0,0,0,1,0,0,0
48246,48246,134,30,69,0,0,0,1,0,0,1,0,0,0
45897,45897,134,30,83,0,0,0,1,0,0,1,0,0,0
21227,21227,134,2,0,0,0,0,1,0,0,1,0,0,0
21280,21280,134,7,0,0,0,0,1,0,0,1,0,0,0
39688,39688,134,7,0,7,0,0,1,0,0,1,0,0,0
20474,20474,134,7,9,5,0,0,1,0,0,1,0,0,0
40336,40336,134,100,351,1,0,0,1,0,0,1,0,0,0
6856,6856,134,3,1,144,0,0,1,0,0,0,0,1,0
6876,6876,134,500,90,30,0,0,0,1,0,1,0,0,0
29211,29211,134,30,222,70,0,1,0,0,0,1,0,0,0
24404,24404,134,4,2,22,0,1,0,0,0,1,0,0,0
11219,11219,134,2,0,2,0,1,0,0,0,1,0,0,0
47486,47486,134,30,146,0,0,0,1,0,0,1,0,0,0
21770,21770,134,4,158,80,0,1,0,0,0,1,0,0,0
37678,37678,134,1,284,49,0,1,0,0,0,1,0,0,0
32720,32720,134,2,163,17,0,0,0,1,0,1,0,0,0
39049,39049,134,3,338,20,0,1,0,0,0,1,0,0,0
33430,33430,134,1,0,3,0,0,1,0,0,0,0,1,0
37819,37819,134,7,0,0,0,0,1,0,0,1,0,0,0
30277,30277,134,7,0,4,0,0,1,0,0,1,0,0,0
4861,4861,134,4,12,53,0,1,0,0,0,1,0,0,0
45211,45211,134,4,117,1,0,1,0,0,0,1,0,0,0
20784,20784,134,3,0,1,0,0,1,0,0,1,0,0,0
16155,16155,134,1,0,24,0,0,1,0,0,1,0,0,0
42348,42348,134,1,329,11,0,0,1,0,0,1,0,0,0
24377,24377,134,1,319,1,0,0,1,0,0,0,0,1,0
43645,43645,134,1,280,16,0,0,0,1,0,1,0,0,0
38751,38751,134,15,0,2,0,0,1,0,0,1,0,0,0
34823,34823,134,1,0,2,0,0,1,0,0,1,0,0,0
1952,1952,134,14,126,14,0,1,0,0,0,1,0,0,0
37121,37121,135,3,58,51,0,1,0,0,0,1,0,0,0
2270,2270,135,1,363,17,0,0,1,0,0,0,0,1,0
24957,24957,135,1,344,0,0,0,0,1,0,0,1,0,0
26610,26610,135,7,0,0,0,0,1,0,0,1,0,0,0
34634,34634,135,2,143,56,0,1,0,0,0,1,0,0,0
2581,2581,135,31,0,181,0,0,1,0,0,1,0,0,0
4332,4332,135,1,0,18,0,0,1,0,0,1,0,0,0
3055,3055,135,3,0,173,0,1,0,0,0,1,0,0,0
49275,49275,135,30,63,0,0,0,1,0,0,1,0,0,0
18228,18228,135,1,0,12,0,1,0,0,0,1,0,0,0
40785,40785,135,1,1,41,0,0,1,0,0,0,0,1,0
4703,4703,135,30,315,3,0,0,1,0,0,1,0,0,0
24956,24956,135,1,358,3,0,0,0,1,0,0,1,0,0
41903,41903,135,60,121,5,0,0,1,0,0,1,0,0,0
3054,3054,135,3,285,49,0,0,0,1,0,1,0,0,0
18668,18668,135,2,0,128,0,0,1,0,0,1,0,0,0
34031,34031,135,5,2,20,0,1,0,0,0,1,0,0,0
1948,1948,135,1,84,75,0,1,0,0,0,1,0,0,0
36886,36886,135,30,321,0,0,0,1,0,0,1,0,0,0
34857,34857,135,2,10,4,0,0,1,0,0,1,0,0,0
31607,31607,135,3,182,54,0,1,0,0,0,1,0,0,0
39869,39869,135,3,71,8,0,0,1,0,0,0,0,1,0
39340,39340,135,3,0,4,0,0,1,0,0,0,0,1,0
41289,41289,135,1,116,24,0,0,1,0,0,1,0,0,0
26678,26678,135,3,250,28,0,0,1,0,0,1,0,0,0
32713,32713,135,2,0,17,0,0,1,0,0,0,0,1,0
26682,26682,135,1,0,0,0,0,1,0,0,1,0,0,0
41468,41468,135,1,314,0,0,0,1,0,0,0,0,1,0
18262,18262,135,4,14,9,0,0,1,0,0,1,0,0,0
1992,1992,135,30,357,193,0,0,1,0,0,1,0,0,0
5303,5303,135,1,0,6,0,0,1,0,0,1,0,0,0
34214,34214,135,5,0,36,0,1,0,0,0,1,0,0,0
24861,24861,135,3,150,102,0,0,1,0,0,0,0,1,0
26228,26228,135,3,167,4,0,0,1,0,0,1,0,0,0
36848,36848,135,4,88,3,0,0,1,0,0,0,0,1,0
24949,24949,135,1,365,0,0,0,0,1,0,0,1,0,0
17972,17972,135,3,0,30,0,1,0,0,0,1,0,0,0
41392,41392,135,3,154,9,0,1,0,0,0,1,0,0,0
41310,41310,135,3,84,16,0,1,0,0,0,1,0,0,0
26122,26122,135,3,0,3,0,1,0,0,0,1,0,0,0
31538,31538,135,2,0,92,0,0,0,0,1,1,0,0,0
19965,19965,135,3,0,17,0,1,0,0,0,1,0,0,0
48387,48387,135,28,225,0,0,0,1,0,0,1,0,0,0
4545,4545,135,3,0,3,0,0,1,0,0,1,0,0,0
4569,4569,135,5,0,63,0,1,0,0,0,1,0,0,0
16744,16744,135,3,21,80,0,0,1,0,0,1,0,0,0
19839,19839,135,2,0,1,0,0,1,0,0,1,0,0,0
19033,19033,135,5,115,13,0,1,0,0,0,1,0,0,0
24950,24950,135,1,365,0,0,0,0,1,0,0,1,0,0
36852,36852,135,4,338,4,0,0,1,0,0,1,0,0,0
16736,16736,135,2,195,165,0,0,0,1,0,1,0,0,0
19002,19002,135,2,157,95,0,1,0,0,0,1,0,0,0
37723,37723,135,1,0,1,0,0,1,0,0,1,0,0,0
24846,24846,135,3,345,48,0,0,0,1,0,1,0,0,0
24947,24947,135,1,365,0,0,0,0,1,0,0,1,0,0
17084,17084,135,2,324,90,0,0,0,1,0,1,0,0,0
3308,3308,135,2,155,166,0,0,1,0,0,0,0,1,0
31412,31412,135,3,12,44,0,0,1,0,0,1,0,0,0
4364,4364,135,1,228,190,0,1,0,0,0,0,0,1,0
24948,24948,135,1,365,1,0,0,0,1,0,0,1,0,0
4471,4471,135,3,110,244,0,0,1,0,0,1,0,0,0
20100,20100,135,2,0,18,0,1,0,0,0,1,0,0,0
48451,48451,135,3,63,0,0,0,1,0,0,1,0,0,0
40219,40219,135,8,9,4,0,1,0,0,0,1,0,0,0
39943,39943,135,2,0,13,0,0,0,0,1,1,0,0,0
4377,4377,135,2,161,0,0,0,1,0,0,0,0,1,0
34649,34649,135,1,0,100,0,0,0,1,0,1,0,0,0
18987,18987,135,7,64,2,0,1,0,0,0,1,0,0,0
39484,39484,135,3,0,1,0,0,0,1,0,0,0,1,0
41154,41154,135,60,348,0,0,0,1,0,0,1,0,0,0
40376,40376,135,2,295,0,0,0,1,0,0,1,0,0,0
17261,17261,135,3,356,47,0,1,0,0,0,1,0,0,0
47628,47628,135,30,365,0,0,0,1,0,0,1,0,0,0
3915,3915,135,5,11,35,0,1,0,0,0,1,0,0,0
24587,24587,135,2,12,23,0,1,0,0,0,1,0,0,0
37743,37743,135,30,338,0,0,0,1,0,0,1,0,0,0
19255,19255,135,5,0,9,0,0,1,0,0,1,0,0,0
19473,19473,135,6,18,53,0,1,0,0,0,0,0,1,0
48931,48931,135,3,92,4,0,0,1,0,0,1,0,0,0
17547,17547,135,2,0,6,0,1,0,0,0,1,0,0,0
2292,2292,135,4,365,12,0,1,0,0,0,0,0,1,0
4989,4989,135,3,0,8,0,1,0,0,0,1,0,0,0
2178,2178,135,3,234,13,0,0,1,0,0,0,0,1,0
1712,1712,135,3,0,224,0,0,1,0,0,1,0,0,0
47333,47333,135,2,65,2,0,1,0,0,0,1,0,0,0
2657,2657,135,3,74,188,0,1,0,0,0,1,0,0,0
19722,19722,135,7,28,3,0,0,1,0,0,0,0,1,0
32120,32120,135,1,0,74,0,0,1,0,0,0,0,1,0
40307,40307,135,2,346,0,0,0,0,1,0,1,0,0,0
4984,4984,135,4,9,19,0,1,0,0,0,1,0,0,0
37805,37805,135,3,1,3,0,0,1,0,0,1,0,0,0
24742,24742,135,2,81,62,0,0,1,0,0,0,0,1,0
24802,24802,135,1,365,0,0,0,0,1,0,0,1,0,0
3231,3231,135,4,0,114,0,0,1,0,0,1,0,0,0
31777,31777,135,30,124,0,0,0,1,0,0,1,0,0,0
18327,18327,135,4,0,9,0,1,0,0,0,1,0,0,0
15891,15891,135,3,0,2,0,1,0,0,0,1,0,0,0
40887,40887,135,1,0,1,0,0,1,0,0,1,0,0,0
37464,37464,135,30,365,0,0,0,1,0,0,1,0,0,0
40892,40892,135,3,0,0,0,0,1,0,0,1,0,0,0
48973,48973,135,2,0,1,0,0,1,0,0,1,0,0,0
39671,39671,135,4,334,4,0,0,1,0,0,0,0,1,0
37612,37612,135,3,157,12,0,1,0,0,0,1,0,0,0
47390,47390,135,2,26,1,0,1,0,0,0,1,0,0,0
31202,31202,135,1,160,89,0,1,0,0,0,1,0,0,0
39670,39670,135,3,245,11,0,0,1,0,0,0,0,1,0
2646,2646,135,2,349,142,0,1,0,0,0,1,0,0,0
5195,5195,135,2,164,130,0,0,1,0,0,0,0,1,0
1630,1630,135,5,0,20,0,0,1,0,0,1,0,0,0
41737,41737,135,3,0,12,0,0,1,0,0,1,0,0,0
20249,20249,135,2,97,166,0,0,1,0,0,1,0,0,0
2820,2820,135,3,344,213,0,1,0,0,0,1,0,0,0
25059,25059,135,2,0,0,0,0,1,0,0,1,0,0,0
47630,47630,135,30,325,0,0,0,1,0,0,1,0,0,0
18060,18060,135,2,68,30,0,1,0,0,0,1,0,0,0
16134,16134,135,2,132,119,0,0,1,0,0,1,0,0,0
49261,49261,135,1,32,1,0,1,0,0,0,1,0,0,0
34577,34577,135,2,122,5,0,1,0,0,0,1,0,0,0
18688,18688,135,3,0,3,0,0,1,0,0,1,0,0,0
1744,1744,135,4,0,8,0,1,0,0,0,1,0,0,0
18829,18829,135,3,0,0,0,1,0,0,0,1,0,0,0
39640,39640,135,3,248,7,0,0,1,0,0,0,0,1,0
48033,48033,135,2,84,3,0,1,0,0,0,1,0,0,0
24819,24819,135,1,365,2,0,0,0,1,0,0,1,0,0
32665,32665,135,5,0,15,0,1,0,0,0,1,0,0,0
39970,39970,135,2,53,20,0,1,0,0,0,1,0,0,0
17363,17363,135,1,350,196,0,0,0,1,0,1,0,0,0
17828,17828,135,30,30,74,0,1,0,0,0,1,0,0,0
4198,4198,135,5,0,4,0,1,0,0,0,1,0,0,0
19330,19330,135,1,0,1,0,0,1,0,0,1,0,0,0
37918,37918,135,1,342,61,0,0,0,1,0,1,0,0,0
20351,20351,135,3,174,13,0,0,1,0,0,0,0,1,0
31353,31353,135,3,309,36,0,1,0,0,0,1,0,0,0
1742,1742,135,1,0,249,0,0,1,0,0,1,0,0,0
39973,39973,135,6,20,1,0,0,1,0,0,1,0,0,0
18812,18812,135,3,0,5,0,1,0,0,0,1,0,0,0
16197,16197,135,7,0,10,0,1,0,0,0,1,0,0,0
16138,16138,135,6,0,1,0,1,0,0,0,1,0,0,0
40653,40653,135,14,0,1,0,0,1,0,0,1,0,0,0
37261,37261,135,3,143,18,0,0,0,1,0,1,0,0,0
41829,41829,135,3,0,14,0,0,0,1,0,1,0,0,0
19714,19714,135,4,136,86,0,1,0,0,0,1,0,0,0
40351,40351,135,2,338,1,0,0,1,0,0,1,0,0,0
2182,2182,135,4,68,57,0,0,1,0,0,0,0,1,0
18797,18797,135,7,0,1,0,0,0,1,0,0,0,1,0
4100,4100,135,2,318,139,0,1,0,0,0,1,0,0,0
39411,39411,135,6,23,1,0,1,0,0,0,1,0,0,0
4108,4108,135,2,224,319,0,1,0,0,0,1,0,0,0
31695,31695,135,30,364,0,0,0,1,0,0,1,0,0,0
39757,39757,135,2,68,7,1,0,0,0,0,1,0,0,0
48325,48325,135,2,7,1,0,0,1,0,0,0,0,1,0
3881,3881,135,2,0,2,0,1,0,0,0,1,0,0,0
4127,4127,135,2,0,0,0,1,0,0,0,1,0,0,0
26566,26566,135,2,337,153,0,0,0,1,0,1,0,0,0
24818,24818,135,1,359,1,0,0,0,1,0,0,1,0,0
20192,20192,135,30,210,6,0,0,1,0,0,1,0,0,0
34278,34278,135,1,0,70,0,0,1,0,0,0,0,1,0
24944,24944,135,1,365,0,0,0,0,1,0,0,1,0,0
35312,35312,135,2,6,4,0,0,1,0,0,1,0,0,0
14858,14858,135,1,0,0,0,1,0,0,0,0,0,1,0
14857,14857,135,3,227,177,0,1,0,0,0,1,0,0,0
6727,6727,135,2,264,218,0,0,1,0,0,0,0,1,0
45518,45518,135,4,163,7,0,1,0,0,0,1,0,0,0
6710,6710,135,2,155,79,0,1,0,0,0,0,0,1,0
1000,1000,135,3,251,139,0,1,0,0,0,1,0,0,0
38553,38553,135,4,0,0,0,0,0,1,0,1,0,0,0
10869,10869,135,30,356,10,0,0,1,0,0,1,0,0,0
44856,44856,135,1,0,0,0,0,1,0,0,0,0,1,0
42371,42371,135,7,164,7,0,0,1,0,0,1,0,0,0
28577,28577,135,3,100,73,0,1,0,0,0,1,0,0,0
6657,6657,135,30,201,5,0,0,0,1,0,1,0,0,0
14784,14784,135,5,354,19,0,0,0,1,0,1,0,0,0
27426,27426,135,456,365,3,0,0,1,0,0,1,0,0,0
6652,6652,135,3,0,31,0,0,1,0,0,1,0,0,0
29287,29287,135,3,100,82,0,1,0,0,0,1,0,0,0
13709,13709,135,2,0,31,0,0,1,0,0,1,0,0,0
147,147,135,2,2,334,0,1,0,0,0,1,0,0,0
6630,6630,135,2,0,78,0,0,1,0,0,0,0,1,0
36127,36127,135,25,0,1,0,0,1,0,0,1,0,0,0
6610,6610,135,2,353,1,0,1,0,0,0,0,0,1,0
22907,22907,135,4,0,3,0,0,1,0,0,1,0,0,0
14701,14701,135,4,364,9,0,1,0,0,0,1,0,0,0
36592,36592,135,4,0,0,0,0,1,0,0,1,0,0,0
38090,38090,135,4,46,25,0,0,0,1,0,1,0,0,0
22908,22908,135,2,9,38,0,0,1,0,0,0,0,1,0
10067,10067,135,7,0,2,0,0,1,0,0,1,0,0,0
8595,8595,135,1,0,0,0,0,1,0,0,0,0,1,0
23928,23928,135,2,0,5,0,0,1,0,0,1,0,0,0
44868,44868,135,30,365,2,0,0,1,0,0,1,0,0,0
22849,22849,135,1,176,1,0,0,0,1,0,0,1,0,0
33450,33450,135,4,79,13,0,1,0,0,0,1,0,0,0
46771,46771,135,6,5,2,0,0,1,0,0,1,0,0,0
38912,38912,135,1,353,5,0,0,1,0,0,0,0,1,0
23396,23396,135,14,0,0,0,0,1,0,0,1,0,0,0
7015,7015,135,3,107,164,0,1,0,0,0,1,0,0,0
8473,8473,135,5,0,1,0,0,1,0,0,0,0,1,0
33212,33212,135,2,58,4,0,0,1,0,0,0,0,1,0
28465,28465,135,4,346,21,0,0,0,1,0,1,0,0,0
11117,11117,135,1,0,0,0,0,1,0,0,1,0,0,0
13277,13277,135,2,0,1,0,1,0,0,0,1,0,0,0
26929,26929,135,2,136,57,0,0,0,1,0,1,0,0,0
38616,38616,135,2,34,5,0,0,1,0,0,1,0,0,0
30318,30318,135,2,14,6,0,0,1,0,0,1,0,0,0
6573,6573,135,2,361,19,0,0,1,0,0,0,0,1,0
1353,1353,135,365,308,0,0,0,1,0,0,1,0,0,0
918,918,135,5,292,41,0,0,1,0,0,1,0,0,0
6931,6931,135,2,0,97,0,0,0,1,0,1,0,0,0
6908,6908,135,3,1,26,0,1,0,0,0,1,0,0,0
22817,22817,135,30,63,0,0,0,1,0,0,1,0,0,0
43047,43047,135,1,76,32,0,0,0,1,0,1,0,0,0
36550,36550,135,4,26,18,0,1,0,0,0,1,0,0,0
345,345,135,2,6,94,0,1,0,0,0,1,0,0,0
10962,10962,135,3,0,10,0,0,1,0,0,1,0,0,0
38103,38103,135,2,96,43,0,0,0,1,0,1,0,0,0
46457,46457,135,2,340,3,0,0,1,0,0,1,0,0,0
46463,46463,135,3,64,9,0,0,1,0,0,1,0,0,0
9220,9220,135,1,0,3,0,1,0,0,0,1,0,0,0
13518,13518,135,2,0,25,0,0,1,0,0,1,0,0,0
13297,13297,135,3,0,4,0,0,1,0,0,1,0,0,0
10068,10068,135,14,0,3,0,0,1,0,0,1,0,0,0
6564,6564,135,4,64,166,0,0,1,0,0,1,0,0,0
45444,45444,135,2,331,2,0,0,1,0,0,1,0,0,0
14037,14037,135,1,339,228,0,1,0,0,0,1,0,0,0
1132,1132,135,7,0,10,0,1,0,0,0,1,0,0,0
10401,10401,135,4,258,67,0,1,0,0,0,1,0,0,0
45306,45306,135,3,158,9,0,1,0,0,0,1,0,0,0
42492,42492,135,2,58,5,0,0,1,0,0,0,0,1,0
24101,24101,135,3,7,25,0,1,0,0,0,1,0,0,0
10382,10382,135,4,48,66,0,0,1,0,0,0,0,1,0
241,241,135,2,3,266,0,1,0,0,0,1,0,0,0
42745,42745,135,3,147,6,0,1,0,0,0,1,0,0,0
35030,35030,135,3,0,4,0,1,0,0,0,1,0,0,0
10136,10136,135,2,276,150,0,1,0,0,0,1,0,0,0
1146,1146,135,3,148,44,0,0,1,0,0,1,0,0,0
49859,49859,135,30,80,0,0,0,1,0,0,1,0,0,0
34980,34980,135,1,0,13,0,0,1,0,0,1,0,0,0
10372,10372,135,2,0,2,0,0,1,0,0,1,0,0,0
28765,28765,135,2,159,66,0,0,0,1,0,1,0,0,0
38505,38505,135,2,301,8,0,1,0,0,0,1,0,0,0
14428,14428,135,30,355,6,0,0,1,0,0,1,0,0,0
225,225,135,4,11,60,0,0,1,0,0,1,0,0,0
38497,38497,135,2,293,29,0,1,0,0,0,1,0,0,0
38055,38055,135,2,249,30,0,1,0,0,0,1,0,0,0
10199,10199,135,1,1,14,0,1,0,0,0,1,0,0,0
10299,10299,135,3,62,88,0,0,1,0,0,0,0,1,0
221,221,135,2,0,21,0,0,1,0,0,1,0,0,0
9016,9016,135,2,0,23,0,1,0,0,0,1,0,0,0
1191,1191,135,4,0,5,0,1,0,0,0,1,0,0,0
1193,1193,135,3,339,35,0,1,0,0,0,1,0,0,0
23048,23048,135,2,308,25,0,0,0,0,1,1,0,0,0
44756,44756,135,2,0,3,0,1,0,0,0,1,0,0,0
122,122,135,4,356,90,0,1,0,0,0,0,0,1,0
9054,9054,135,2,0,6,0,1,0,0,0,1,0,0,0
33034,33034,135,2,306,55,0,0,1,0,0,0,0,1,0
9120,9120,135,4,0,4,0,0,1,0,0,1,0,0,0
42418,42418,135,6,33,0,0,1,0,0,0,0,0,1,0
13778,13778,135,1,0,1,0,0,1,0,0,1,0,0,0
29493,29493,135,3,123,55,0,1,0,0,0,1,0,0,0
300,300,135,4,0,6,0,1,0,0,0,1,0,0,0
13787,13787,135,5,338,72,0,1,0,0,0,1,0,0,0
6519,6519,135,1,352,186,0,0,1,0,0,1,0,0,0
46887,46887,135,2,67,6,0,0,1,0,0,0,0,1,0
13812,13812,135,30,348,3,0,0,1,0,0,1,0,0,0
21438,21438,135,3,64,76,0,0,1,0,0,0,0,1,0
10675,10675,135,2,0,0,0,1,0,0,0,1,0,0,0
10655,10655,135,28,258,31,0,1,0,0,0,1,0,0,0
22933,22933,135,4,154,5,0,0,1,0,0,0,0,1,0
10429,10429,135,4,0,0,0,1,0,0,0,0,0,1,0
178,178,135,5,177,162,0,1,0,0,0,1,0,0,0
27341,27341,135,3,238,62,0,0,1,0,0,1,0,0,0
23993,23993,135,7,0,18,0,1,0,0,0,1,0,0,0
5979,5979,135,2,0,88,0,1,0,0,0,0,0,1,0
23999,23999,135,2,0,1,0,0,1,0,0,1,0,0,0
