,Unnamed: 0,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6028,6028,4688418,Spacious 2BR in UES - 30 DAYS MIN,23772724,The Local Stay,Manhattan,Upper East Side,40.7734,-73.95357,Entire home/apt,99,30,7,2019-08-10,0.12,27,285
26597,26607,22192616,"The SerenitySuite. Clean, Cozy and Private.",160326327,Jammie,Brooklyn,Cypress Hills,40.68529,-73.87424,Entire home/apt,99,2,57,2019-12-01,2.47,3,39
30726,30736,26385197,Room w/ Private Entrance-Hudson Yards NYC - 52E,190921808,John,Manhattan,Hell's Kitchen,40.75577,-73.99687,Private room,99,1,4,2019-10-27,0.24,48,354
46851,46861,39090218,Modern studio apt in Cypress Hill BK,299610841,Richard,Brooklyn,Cypress Hills,40.68451,-73.87366,Entire home/apt,99,1,9,2019-11-24,4.91,1,149
36494,36504,31255471,STYLISH 2 BEDROOM APT RIGHT ON CENTRAL PARK WEST,9293730,Inna,Manhattan,Upper West Side,40.79641,-73.96191,Entire home/apt,99,30,2,2019-06-28,0.23,17,348
22583,22584,19588937,EAST VILLAGE OASIS ,3264225,Justin,Manhattan,Stuyvesant Town,40.73137,-73.98252,Entire home/apt,99,2,28,2019-12-02,0.95,1,1
38672,38682,33433797,"Premier Room, Brand new renovated, very spacious!!",251865256,Warren,Manhattan,Morningside Heights,40.80472,-73.96453000000002,Private room,99,30,12,2019-11-29,1.45,5,363
29135,29145,24576954,Time Square / HK Apartment,5894571,Dustin,Manhattan,Hell's Kitchen,40.76079,-73.98751999999998,Entire home/apt,99,5,4,2019-01-02,0.21,1,303
717,717,274062,Beautiful Room Near Central Park!,1433395,Stacia,Manhattan,Harlem,40.80285,-73.95166,Private room,99,2,69,2019-11-17,1.04,1,44
23017,23018,19891590,Charming 1bed with a backyard. Great Location,325862,Oscar,Brooklyn,Windsor Terrace,40.66023,-73.98259,Entire home/apt,99,2,9,2019-10-27,0.38,1,0
15731,15731,13398340,Historic Townhouse Apartment with Garden Oasis,5917464,Greg & Adriane,Brooklyn,Bedford-Stuyvesant,40.68697,-73.94506,Entire home/apt,99,2,167,2019-11-24,3.96,1,64
7929,7929,6523409,Large BR w/Private Ent & Living Rm!,2124716,Jules,Brooklyn,Park Slope,40.66923,-73.98134,Private room,99,1,100,2017-09-18,1.91,1,0
29885,29895,25380654,"Cozy, Confortable,  Modern spacious and nice Room",191621249,Geraldine,Manhattan,Chelsea,40.74284,-73.99842,Private room,99,1,128,2019-11-24,7.03,2,10
26581,26591,22189602,Master bedroom with King Size bed! Great location!,3044091,Mike,Manhattan,Upper East Side,40.76814,-73.95604,Private room,99,5,0,,,1,0
19010,19010,16269256,Wash Hts 2BR  apt extra sofa bed. Avail 12/20-1/4,101053359,John,Manhattan,Washington Heights,40.85447,-73.92804,Entire home/apt,99,4,2,2018-01-02,0.08,1,0
39851,39861,34370296,Ideal Bedroom in a Friendly Neighborhood,89599593,Fernando,Staten Island,South Beach,40.59318,-74.08594000000002,Private room,99,1,8,2019-11-03,1.38,1,179
26571,26581,22184960,Experience Zen Williamsburg Life,12454759,Brennan,Brooklyn,Williamsburg,40.7091,-73.96032,Private room,99,1,56,2019-11-10,2.33,1,0
42659,42669,36412410,Cozy 1 bedroom in East Williamsburg,62763569,Yuting,Brooklyn,Williamsburg,40.70266,-73.94284,Entire home/apt,99,10,1,2019-07-19,0.22,1,7
6069,6069,4714854,Cozy 2BR in the UES (MIN 30 DAYS),23772724,The Local Stay,Manhattan,Upper East Side,40.78171,-73.94617,Entire home/apt,99,30,6,2019-03-10,0.13,27,227
1829,1829,855206,Bedroom with Private Bath and Roof,4467554,Sunny,Manhattan,East Village,40.72957,-73.98406,Private room,99,5,8,2015-11-05,0.12,1,0
45478,45488,38399200,Astroia center luxury suite,291665609,Alan,Queens,Astoria,40.76858,-73.9259,Private room,99,1,12,2019-12-01,4.0,18,351
28116,28126,23535279,Cinema + gym included with room,35506555,Jermaine,Brooklyn,Bedford-Stuyvesant,40.68993,-73.95286999999998,Private room,99,2,9,2019-09-18,0.45,2,0
9627,9627,7858468,The Artist's Experience,8552927,Jeffrey,Manhattan,Hell's Kitchen,40.76425,-73.99162,Private room,99,1,343,2019-12-04,6.63,1,302
39397,39407,34017965,BRIGHT SUNNY ONE BEDROOM APT WITH TERRACE,49101398,Nicholas,Brooklyn,Gravesend,40.59725,-73.97684,Entire home/apt,99,3,17,2019-12-02,2.9,3,133
15860,15860,13467433,This is NYC-Amazing Bedroom at Financial District,31373840,Emma,Manhattan,Financial District,40.70706,-74.00442,Private room,99,2,3,2016-07-11,0.07,1,0
22705,22706,19691108,Charming Studio in Historic Brooklyn Brownstone,31582668,Marci,Brooklyn,Bedford-Stuyvesant,40.68128,-73.93202,Entire home/apt,99,3,65,2019-11-20,2.39,1,75
6307,6307,4830158,Loft in Brooklyn / Clinton Hill,21191214,Alex,Brooklyn,Clinton Hill,40.68348,-73.96394000000002,Entire home/apt,99,5,0,,,1,0
23596,23597,20321803,Vanderbilt  · Quaint Art-Filled Brooklyn Apartment,1468617,Jen,Brooklyn,Clinton Hill,40.69575,-73.96966,Entire home/apt,99,6,6,2019-09-03,0.22,1,10
44429,44439,37740667,Furnished studio in East 94th - UES (MIN 30 DAYS),159598333,Sol,Manhattan,Upper East Side,40.78118,-73.94671,Entire home/apt,99,29,2,2019-11-30,0.88,9,292
1543,1543,749455,Lovely Loft space near Central Park & Times Square,3929012,Kevin,Manhattan,Upper West Side,40.77938,-73.98246999999998,Private room,99,1,382,2019-11-14,4.42,4,0
36927,36937,31714168,5 min away from Laguardia Airport,213014559,Kam,Queens,East Elmhurst,40.76893,-73.87711999999998,Entire home/apt,99,1,26,2019-10-25,2.67,2,298
19878,19878,16965972,Charming Bedroom in hip Lower East Side!,100672521,Angie,Manhattan,Lower East Side,40.71203,-73.99008,Private room,99,1,147,2019-11-18,4.32,3,79
7611,7611,6269610,Heavenly Hell's Kitchen private room in 2bdrm,32582256,James,Manhattan,Hell's Kitchen,40.75691,-73.9984,Private room,99,2,42,2019-08-20,0.75,2,0
4176,4176,3081771,Luxurious Brooklyn Getaway!,15681707,Joycelyn,Brooklyn,Crown Heights,40.67489000000001,-73.91405,Entire home/apt,99,2,202,2019-11-11,3.56,3,348
25479,25489,21649044,Brownstone Diamond in Clinton Hill,157563838,Ion,Brooklyn,Bedford-Stuyvesant,40.6886,-73.95906,Entire home/apt,99,2,0,,,1,0
25001,25011,21354913,"Private suite near NYC Ferry, Front",71725161,Kalina,Brooklyn,Sunset Park,40.64191,-74.02195999999998,Entire home/apt,99,4,96,2019-11-22,3.86,2,0
10832,10832,8980303,Serene Brooklyn Apt w/ Terrace,9903826,Robin,Brooklyn,Clinton Hill,40.68713,-73.96226,Shared room,99,3,0,,,1,0
18320,18320,15685669,Private room in Williamsburg. Very close to train!,1314045,Tim,Brooklyn,Williamsburg,40.71326,-73.94946999999998,Private room,99,1,259,2019-11-15,6.85,3,330
1499,1499,727835,Pristine Room and Art Experience,3772684,Glasshouse,Brooklyn,Williamsburg,40.70866,-73.95166,Private room,99,6,89,2017-12-12,1.03,2,0
49730,49746,40262768,Upper East Side Lovely Manhattan Studio,310981664,Katalina,Manhattan,Upper East Side,40.78271,-73.95314,Entire home/apt,99,2,1,2019-11-24,1.0,2,0
12663,12663,10101765,Large private bedroom on Upper East side,51838759,Lucia,Manhattan,Upper East Side,40.76256,-73.9632,Private room,99,2,140,2019-11-16,3.02,2,172
35909,35919,30824495,Private bedroom close to Central Park,9379512,Rugile,Manhattan,East Harlem,40.79137,-73.94224,Private room,99,2,8,2019-11-11,2.53,1,168
46704,46714,39032555,Quiet King Room - Queens Hotel,296605957,Joel,Queens,Bayside,40.76121,-73.76674,Private room,99,1,0,,,3,88
23320,23321,20120848,Gramercy Park Prewar Studio w/ Outdoor Space,11822196,Melanie,Manhattan,Gramercy,40.73734,-73.98565,Entire home/apt,99,2,11,2019-08-02,0.45,2,0
33957,33967,29562532,1/2 of a LARGE APARTMENT in Bushwick / Bedstuy <3,1903737,Natalie,Brooklyn,Bedford-Stuyvesant,40.69414,-73.93231,Private room,99,2,0,,,3,0
12881,12881,10316551,Brooklyn Queen Bed,33213436,Alec,Brooklyn,Gowanus,40.67843,-73.98393,Private room,99,1,187,2019-11-02,3.93,7,354
46702,46712,39031849,"Central Park Nest, High Above The Trees!",299111044,Stuart & Joel,Manhattan,East Harlem,40.79609,-73.94925,Entire home/apt,99,2,8,2019-12-03,8.0,1,34
29052,29062,24493475,"Enjoy Cozy, Quiet, Safe & Convenient Living in NYC",185022050,Chi,Brooklyn,Bensonhurst,40.61266,-73.98676999999998,Entire home/apt,99,30,7,2019-10-03,0.37,1,312
25444,25454,21632846,"Large, beautiful and elegant, clean studio舒适洁净的保证",104401765,Linda,Queens,Flushing,40.76014,-73.82263,Entire home/apt,99,2,43,2019-07-09,2.01,1,63
19863,19863,16947113,Room in the Heart of Williamsburg,102367813,Steven,Brooklyn,Williamsburg,40.7176,-73.95359,Private room,99,2,7,2017-10-23,0.21,1,0
41754,41764,35732847,A lovely room in a great house close to RUMC.,102263916,John,Staten Island,Tompkinsville,40.63281,-74.09132,Private room,99,1,13,2019-11-14,2.38,2,21
6300,6300,4824847,Times Square Midtown Mahattan Room,20934972,Kai,Manhattan,Kips Bay,40.74246,-73.9767,Private room,99,1,5,2015-11-03,0.1,1,0
43286,43296,36914033,Furnished 2BR apartment in the UES (30 days min),159598333,Sol,Manhattan,Upper East Side,40.78245,-73.94707,Entire home/apt,99,29,2,2019-10-10,0.58,9,282
7805,7805,6421799,relaxed and simple in Williamsburg,3011903,Matthew,Brooklyn,Williamsburg,40.7105,-73.9451,Private room,99,4,67,2019-11-16,1.3,1,345
15865,15865,13474455,Blueberries & Cream - Cozy 1 Bedroom Apt. #2,57186170,Deirdre,Brooklyn,Bedford-Stuyvesant,40.68401,-73.9457,Private room,99,2,114,2019-11-06,3.21,3,338
43801,43811,37316929,Fully furnished 2BR in the UES-94 st (min 30 days),159598333,Sol,Manhattan,Upper East Side,40.78143,-73.94705,Entire home/apt,99,29,0,,,9,334
6213,6213,4783738,MODERN Luxury Hotel Residence in Midtown,7655962,Demetrius,Manhattan,Hell's Kitchen,40.7574,-73.99361,Entire home/apt,99,6,11,2018-11-01,0.2,1,0
45902,45912,38602447,⚡Private Room ⭐Desk & Closet ❤️Best Location!,237336458,Thomas,Manhattan,Chelsea,40.73892,-73.99687,Private room,99,20,0,,,7,96
45048,45058,38147958,Room with 2 beds  near Central Park,262582989,Ninette,Manhattan,Harlem,40.80097,-73.95636,Private room,99,4,2,2019-09-28,0.76,1,0
30414,30424,26058074,Airy Crown Heights Loft,758520,Rowan,Brooklyn,Crown Heights,40.67621,-73.95052,Entire home/apt,99,3,3,2019-01-12,0.18,1,0
33998,34008,29611144,#1 Location Bedroom In NYC Center-Times Sq - 61F3,190921808,John,Manhattan,Hell's Kitchen,40.75389000000001,-73.99518,Private room,99,1,7,2019-11-09,0.57,48,359
22991,22992,19875496,Newly renovated studio in heart of Brooklyn,20608771,Michael,Brooklyn,Bedford-Stuyvesant,40.68036,-73.94986,Entire home/apt,99,7,7,2018-01-03,0.25,1,0
46040,46050,38671835,Bodacious Brooklyn Bachelor Pad,2348533,Pearson,Brooklyn,Bedford-Stuyvesant,40.68646,-73.94836,Entire home/apt,99,2,1,2019-10-07,0.5,1,20
29930,29940,25455908,Private Room in Quiet 2-BR UWS Apartment,57516611,Mayumi,Manhattan,Upper West Side,40.80109,-73.96523,Private room,99,3,16,2019-09-04,0.88,1,0
26521,26531,22162513,Spacious 2Br on UES - long terms sublet,2946216,Juliane,Manhattan,Upper East Side,40.7836,-73.95104,Entire home/apt,99,30,4,2018-07-31,0.17,1,160
46742,46752,39051829,Trendy East Village Room with Incredible Rooftop,226691864,Shana,Manhattan,East Village,40.72449,-73.98333000000002,Private room,99,2,4,2019-11-25,3.64,3,317
6350,6350,4853647,Modern & luxurious close to trains,6162041,Nick,Queens,Ozone Park,40.68559000000001,-73.8496,Private room,99,2,141,2019-10-26,2.34,1,332
39073,39083,33745548,Midtown West Hotel - Hudson Twin Single,252604696,Erin,Manhattan,Chelsea,40.74922,-73.9968,Private room,99,1,5,2019-10-16,0.65,20,360
29940,29950,25464886,Shared Cozy Apartment By Times Square Manhattan,187975743,R.Henry,Manhattan,Hell's Kitchen,40.76418,-73.98822,Shared room,99,1,55,2019-11-18,2.98,10,358
39408,39418,34022186,Beautiful Room in Chic Area!,181092484,Leonard,Manhattan,Lower East Side,40.71833,-73.98935999999998,Private room,99,1,19,2019-11-13,2.56,3,75
11979,11979,9766990,Luxury 1BR in New Apt Complex,10262893,K,Manhattan,East Harlem,40.80253,-73.94385,Entire home/apt,99,1,25,2019-11-17,0.51,1,1
20836,20836,18094325,Queen Bed Walk-To TIME SQUARE #ForReal,51830483,Nathan,Manhattan,Hell's Kitchen,40.76194,-73.98731,Private room,99,2,2,2019-10-22,0.24,3,0
27730,27740,23088623,Stylish Modern Garden Bedroom w/ensuite bathroom,47104818,Sebastian,Brooklyn,Bedford-Stuyvesant,40.69181,-73.9331,Private room,99,3,21,2019-10-10,1.17,3,362
7817,7817,6426292,"Comfy Apt! Private Bathroom, Prime Location, Patio",33535691,Jonathan,Manhattan,Hell's Kitchen,40.75674,-73.99774000000002,Private room,99,2,335,2019-12-03,6.2,1,76
819,819,313890,2ND AVENUE OFF HOUSTON/LOFTLIKE STU,1613244,Ariel,Manhattan,Lower East Side,40.72209,-73.99274,Entire home/apt,99,30,15,2019-11-17,0.35,9,352
21686,21687,18895016,"Amazing W Village shared living space, prvt bdrm",131671508,Jeff,Manhattan,West Village,40.73505,-74.00244,Private room,99,1,182,2019-11-30,5.96,1,67
44539,44549,37811972,Two bedroom near subway.,188326791,Harry,Queens,Briarwood,40.71601,-73.8208,Entire home/apt,99,3,0,,,1,352
1599,1599,773885,Two-Bedroom Designer's Circus Loft,1679238,Viveca,Brooklyn,Williamsburg,40.70062,-73.95244,Entire home/apt,99,2,5,2015-07-10,0.06,1,17
6283,6283,4822181,"Amazing 2BR (5) UES, (MIN 30 DAYS)",23772724,The Local Stay,Manhattan,Upper East Side,40.77427,-73.95325,Entire home/apt,99,30,9,2019-08-31,0.27,27,240
17209,17209,14448231,Cozy Sun Filled Fresh Guest Room in Artsy Bushwick,22246463,Lisa,Brooklyn,Bushwick,40.7023,-73.92935,Private room,99,2,28,2019-10-05,0.71,1,166
30638,30648,26296629,Beautiful Holiday Rental in NYC,1717758,Marina,Brooklyn,Dyker Heights,40.62696,-74.00648000000002,Private room,99,2,1,2018-07-30,0.06,2,178
31554,31564,27255632,Sunny spacious room near Times Square 51E2,190921808,John,Manhattan,Hell's Kitchen,40.75562,-73.99539,Private room,99,1,11,2019-10-14,0.67,48,352
47849,47859,39510777,Cute & Cozy Crown Heights Home,138569673,Desiree,Brooklyn,Crown Heights,40.6744,-73.92121999999998,Entire home/apt,99,3,3,2019-11-12,2.25,1,62
17417,17417,14714894,Perfect master bedroom in Brooklyn garden duplex,3103656,Laurel,Brooklyn,Bushwick,40.69174,-73.91141,Private room,99,3,3,2018-07-25,0.13,3,341
8922,8922,7324746,Cozy & Sunny Sage Room in Townhouse,942252,Kimberly,Brooklyn,Prospect Heights,40.67885,-73.96838000000002,Private room,99,1,8,2015-09-02,0.15,2,0
4784,4784,3688197,Peaceful and breezy one bedroom,11371357,Julienne,Brooklyn,Kensington,40.64644000000001,-73.9756,Entire home/apt,99,1,10,2018-12-29,0.19,1,0
42400,42410,36206655,Sunny & Spacious apartment in Crown Heights,177067211,Ian,Brooklyn,Crown Heights,40.67556,-73.94418,Entire home/apt,99,25,0,,,1,75
14714,14714,12656785,Loft @ Williamsburg Bedford,19912320,Charles,Brooklyn,Williamsburg,40.71572000000001,-73.95376,Private room,99,5,6,2017-09-09,0.15,2,0
18480,18480,15845215,Cozy bedroom apt near to LGA airport. Free Parking,76536839,Tashi,Queens,Jackson Heights,40.75082,-73.89447,Entire home/apt,99,2,193,2019-11-30,5.18,1,331
12423,12423,9988233,Cozy Two Room Studio Astoria,404692,Romina,Queens,Astoria,40.76248,-73.91279,Entire home/apt,99,5,15,2018-06-01,0.37,1,0
48584,48600,39812639,Glamorous Bedroom in UWS 2  mins from Central Park,103556381,Noureldin,Manhattan,Upper West Side,40.79941,-73.96472,Private room,99,1,3,2019-11-28,3.0,4,349
13788,13788,11583439,Private room in Midtown East Manhat,5466759,Johann,Manhattan,Midtown,40.75438,-73.96576,Private room,99,4,0,,,1,0
34767,34777,30126274,Cute 1/1 Available for the Holidays in NYC!,216903925,Victoria,Manhattan,Washington Heights,40.8375,-73.94181999999998,Entire home/apt,99,1,2,2019-01-07,0.17,1,0
35395,35405,30449111,Bxny Yankees,227856882,Carl,Bronx,Concourse,40.83513,-73.91797,Private room,99,1,8,2019-10-20,0.71,1,53
14719,14719,12666669,Private bedroom in the Upper East!,13406954,Jackie,Manhattan,Upper East Side,40.78265,-73.95364000000002,Private room,99,1,2,2016-05-23,0.05,3,0
29416,29426,24885715,"2 Private Rooms, 1 min to J train, Free Breakfast",182260692,Leesha,Brooklyn,Cypress Hills,40.68187,-73.87985,Private room,99,2,66,2019-11-30,3.54,2,339
4803,4803,3703805,Cozy spacious room in Crown Heights,6932160,Terry,Brooklyn,Crown Heights,40.66935,-73.9485,Private room,99,5,27,2018-10-25,0.62,1,365
48589,48605,39813912,Beautiful bedroom in UWS 2 mins from Central Park,103556381,Noureldin,Manhattan,Upper West Side,40.79915,-73.96534,Private room,99,1,1,2019-12-01,1.0,4,354
19270,19270,16395800,Small Room,78497102,Ira,Manhattan,Lower East Side,40.71777,-73.98526,Private room,99,1,6,2018-01-01,0.17,1,0
30206,30216,25826202,Clean & Comfortable Room In NYC Center 63F2,190921808,John,Manhattan,Hell's Kitchen,40.75396,-73.99571,Private room,99,1,11,2019-11-13,0.92,48,313
3336,3336,2164631,Exclusive Upper East Side Studio,2090668,Ellen,Manhattan,Upper East Side,40.77464000000001,-73.95226,Entire home/apt,99,1,0,,,1,0
4805,4805,3709013,Huge 1.5BR Artist Home in Brownstone Brooklyn :),7420906,Alix,Brooklyn,Bedford-Stuyvesant,40.68473,-73.95697,Entire home/apt,99,3,14,2019-10-20,0.35,1,2
32095,32105,27732417,"Brooklyn /Private Bedroom & bathroom,  3 Guests",209374833,Candia,Brooklyn,Crown Heights,40.66678,-73.96148000000002,Private room,99,3,35,2019-11-13,3.96,2,79
27019,27029,22401504,Charming Private Brooklyn Apartment,163855521,Sonia,Brooklyn,East New York,40.6762,-73.87935999999998,Entire home/apt,99,3,84,2019-11-30,3.57,1,313
8976,8976,7364008,Bohéme 1BR steps from Prospect Park,38583557,Ian,Brooklyn,Flatbush,40.65349000000001,-73.95527,Entire home/apt,99,7,2,2015-08-17,0.04,1,0
37064,37074,31883127,✴HISTORIC SPACIOUS✴ 2 BDR | SLEEPS 4 w/Backyard BK,6833598,Timothy,Brooklyn,Bedford-Stuyvesant,40.68417,-73.91899000000002,Entire home/apt,99,2,36,2019-11-21,4.35,1,214
3314,3314,2149954,Hip Bushwick Apartment,10972334,Rob,Brooklyn,Bushwick,40.6966,-73.93072,Private room,99,2,8,2018-06-19,0.21,2,32
26146,26156,21977042,Brighton Beach Hideaway 5 min walk from the Beach,160457828,Adam,Brooklyn,Brighton Beach,40.57872,-73.96009000000002,Entire home/apt,99,1,145,2019-12-01,5.98,1,357
3343,3343,2171809,Room w/ Private Bathroom,11063639,Weilong,Brooklyn,Williamsburg,40.71557,-73.96149,Private room,99,1,0,,,1,0
48562,48578,39803164,4/5 MIN AWAY FROM LAGUARDIA AIRPORT,305171363,Az,Queens,East Elmhurst,40.76579,-73.87246999999998,Entire home/apt,99,1,1,2019-11-14,1.0,1,356
45360,45370,38330213,Astoria center luxury suite,291665609,Alan,Queens,Astoria,40.76676,-73.92315,Private room,99,1,9,2019-12-01,3.25,18,351
3398,3398,2214831,LAVISH 2 BR APT by Central Park!!!,11297009,Lex,Manhattan,Upper West Side,40.78605,-73.97354,Entire home/apt,99,1,170,2019-12-03,2.46,4,0
13870,13870,11658950,Huge King Size Room in East Village,21382844,Imran,Manhattan,Gramercy,40.73458,-73.98128,Private room,99,1,5,2017-04-23,0.14,1,0
21941,21942,19098568,Huge Private Room Near Prospect Park,133410608,Stephanie,Brooklyn,Kensington,40.64549,-73.97883,Private room,99,7,0,,,1,87
42424,42434,36227447,"Minimal Rockaway Beach Studio-By Subway,JFK&Beach",271844440,Timothy,Queens,Rockaway Beach,40.59029,-73.81277,Entire home/apt,99,1,18,2019-11-18,3.46,6,162
30157,30167,25786994,Manhanton high rising apartment next to the subway,183033408,Jill,Manhattan,Harlem,40.8129,-73.94084000000002,Entire home/apt,99,5,7,2019-03-09,0.43,1,3
14645,14645,12564287,Modern & cosy Bronx apt w/ parking,11761831,Lydia,Bronx,Wakefield,40.89118,-73.84987,Entire home/apt,99,4,73,2019-12-04,1.69,1,134
39544,39554,34150332,Adorable room 2,34689714,Maria,Manhattan,Hell's Kitchen,40.7667,-73.98829,Private room,99,1,12,2019-11-13,3.91,5,351
4367,4367,3288496,Entire Cozy One Bed #Manhattan #LES,3716641,Ofer,Manhattan,Lower East Side,40.71769000000001,-73.98953,Entire home/apt,99,30,8,2018-02-27,0.12,8,164
46108,46118,38703384,Trendy Location ❤️ Private Room with Queen bed!,279648327,Sinan,Manhattan,Chelsea,40.73869000000001,-73.99985,Private room,99,20,4,2019-11-16,1.71,4,98
8579,8579,7023033,♡Private Rm/Women's Safe Art Home♡,54255,Sarah,Brooklyn,Bedford-Stuyvesant,40.68411,-73.93208,Private room,99,1,4,2015-10-07,0.07,1,339
45383,45393,38356236,1 bedroom midwood next to the 2 and 5 train,196507406,Moshe,Brooklyn,Midwood,40.63032000000001,-73.94924,Private room,99,1,0,,,1,180
29437,29447,24911170,Renovated Garden Townhouse Apartment,188337220,Fred,Brooklyn,Bedford-Stuyvesant,40.68452,-73.91614,Entire home/apt,99,3,77,2019-12-05,4.16,1,146
37236,37246,32045160,Harlem Sweets Home,187419882,,Manhattan,Harlem,40.82711,-73.94143000000003,Private room,99,2,27,2019-11-30,2.76,3,0
27046,27056,22419930,Private 1 bedroom 10 mins away to Manhattan NYC,162745077,Dorothy,Queens,Long Island City,40.75469,-73.92822,Private room,99,1,41,2019-11-17,1.75,2,63
11278,11278,9349221,Charming & Sunny Williamsburg Apt,35489917,Erin,Brooklyn,Williamsburg,40.71401,-73.96333,Private room,99,1,5,2016-05-01,0.1,1,0
25770,25780,21803004,Modern Room in the heart of Manhattan(just female),156246842,Sandra,Manhattan,Theater District,40.76069,-73.9863,Private room,99,4,66,2019-11-19,2.81,3,179
43648,43658,37212171,prime location forest hills apt for rent,247126284,Yoseph,Queens,Forest Hills,40.71865,-73.83633,Shared room,99,30,0,,,1,89
39542,39552,34150120,2 bed.Full apartment. L Train.15 min away from NYC,257832461,Stephanie,Brooklyn,Bushwick,40.70247,-73.92671,Entire home/apt,99,1,67,2019-11-19,9.05,1,62
13830,13830,11624287,Best Neighborhood in Brooklyn!,23607758,Stefan,Brooklyn,Cobble Hill,40.68874,-73.99525,Private room,99,3,53,2019-11-10,1.18,1,0
38039,38049,32806998,Perfect one-bedroom in the best location possible.,121180167,Garret Kane,Brooklyn,Greenpoint,40.72478,-73.95149,Entire home/apt,99,5,5,2019-10-28,0.54,1,3
3426,3426,2237032,"Cozy Room in LIC, 7 min to Times Sq",1589909,Alosha,Queens,Long Island City,40.74495,-73.95146,Private room,99,13,18,2019-10-24,0.31,2,0
